Suburb,Address,Bedroom,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount
Ashwood,47 Ashwood Dr,4,h,1680000.0,S,Jellis,17-06-2017,10.2,3147,4,3,3,726.0,194.0,1958,Monash,Southern Metropolitan,2894
Ashwood,2 Julie Ct,3,h,1650000.0,SP,Buxton,17-06-2017,10.2,3147,3,1,2,964.0,146.0,1970,Monash,Southern Metropolitan,2894
Ashwood,1/18 May Park Av,3,h,1125000.0,S,Fletchers,17-06-2017,10.2,3147,3,1,1,686.0,146.0,1970,Monash,Southern Metropolitan,2894
Ashwood,2/7 Murra Ct,3,h,860000.0,S,Purplebricks,17-06-2017,10.2,3147,3,2,2,280.0,115.0,1990,Monash,Southern Metropolitan,2894
Aspendale Gardens,6 Hilda Mw,3,h,845000.0,S,Barry,17-06-2017,21.5,3195,3,1,1,553.0,191.5,1970,Kingston,South-Eastern Metropolitan,2243
Attwood,56 Ardlie St,3,h,831666.7,S,Brad,17-06-2017,16.5,3049,3,2,2,694.0,218.0,2000,Hume,Northern Metropolitan,1130
Avondale Heights,44 Alexander St,2,h,1085000.0,S,Moonee,17-06-2017,9.5,3034,2,1,3,780.0,141.0,1970,Moonee Valley,Western Metropolitan,4502
Avondale Heights,24 Doyle St,3,h,750000.0,SP,Moonee,17-06-2017,9.5,3034,3,1,1,585.0,30.0,1965,Moonee Valley,Western Metropolitan,4502
Balwyn,152 Balwyn Rd,3,h,2380000.0,S,Ray,17-06-2017,7.9,3103,3,2,2,752.0,278.0,1938,Boroondara,Southern Metropolitan,5682
Balwyn,17 Birdwood St,1,h,2100000.0,PI,hockingstuart,17-06-2017,7.9,3103,1,1,1,678.0,303.0,2016,Boroondara,Southern Metropolitan,5682
Balwyn,52 Elliott Av,4,h,3100000.0,VB,Jellis,17-06-2017,7.9,3103,4,1,1,663.5,201.5,1970,Boroondara,Southern Metropolitan,5682
Balwyn,14 Iramoo St,4,h,3050000.0,PI,RT,17-06-2017,7.9,3103,4,4,2,613.0,340.0,2009,Boroondara,Southern Metropolitan,5682
Balwyn,31 Knutsford St,4,h,1824173.5,PI,Marshall,17-06-2017,7.9,3103,4,3,3,353.0,201.5,1965,Boroondara,Southern Metropolitan,5682
Balwyn,3/103 Strabane Av,2,u,690000.0,SA,Noel,17-06-2017,7.9,3103,2,1,1,663.5,201.5,1970,Boroondara,Southern Metropolitan,5682
Balwyn North,1A Abassia St,3,t,1557000.0,S,RT,17-06-2017,9.7,3104,3,2,2,292.0,181.0,2010,Boroondara,Southern Metropolitan,7809
Balwyn North,1/37 Aylmer St,3,u,1420000.0,PI,hockingstuart,17-06-2017,9.7,3104,3,2,2,691.0,196.0,1970,Boroondara,Southern Metropolitan,7809
Balwyn North,3 Chelmsford St,4,h,2444000.0,S,Fletchers,17-06-2017,9.7,3104,4,2,2,1011.0,196.0,1970,Boroondara,Southern Metropolitan,7809
Balwyn North,25 Cumberland Av,3,h,1485000.0,S,hockingstuart,17-06-2017,9.7,3104,3,1,1,691.0,196.0,1970,Boroondara,Southern Metropolitan,7809
Balwyn North,7 Lemon Rd,4,h,2050000.0,S,Jellis,17-06-2017,9.7,3104,4,1,1,1138.0,152.0,1950,Boroondara,Southern Metropolitan,7809
Balwyn North,8 Mary St,4,h,1926000.0,S,Fletchers,17-06-2017,9.7,3104,4,2,2,639.0,196.0,1970,Boroondara,Southern Metropolitan,7809
Balwyn North,66 Ursa St,3,h,1490000.0,S,Marshall,17-06-2017,9.7,3104,3,1,2,703.0,196.0,1970,Boroondara,Southern Metropolitan,7809
Bayswater,1/33 Begonia Av,2,u,430000.0,SP,Stockdale,17-06-2017,23.2,3153,2,1,1,735.0,126.5,1970,Knox,Eastern Metropolitan,5030
Bayswater,1/20 Church St,2,u,520000.0,S,Schroeder,17-06-2017,23.2,3153,2,1,1,418.0,76.0,1970,Knox,Eastern Metropolitan,5030
Bayswater,95 Orange Gr,4,h,925000.0,SP,Biggin,17-06-2017,23.2,3153,4,1,10,993.0,128.0,1966,Knox,Eastern Metropolitan,5030
Bayswater North,12 Baker Rd,3,h,616000.0,S,Ray,17-06-2017,23.2,3153,3,2,0,586.0,115.0,1999,Maroondah,Eastern Metropolitan,3598
Bayswater North,7 Lyrebird Ct,4,h,722500.0,S,Fletchers,17-06-2017,23.2,3153,4,2,2,485.0,187.0,2009,Maroondah,Eastern Metropolitan,3598
Beaumaris,19 Cloris Av,4,h,2800000.0,S,Kay,17-06-2017,17.3,3193,4,1,1,675.0,258.0,1970,Bayside,Southern Metropolitan,5366
Beaumaris,21 Wattle Av,5,h,1807000.0,S,Gary,17-06-2017,17.3,3193,5,1,1,675.0,258.0,1970,Bayside,Southern Metropolitan,5366
Belgrave,50 McNicol Rd,4,h,695566.3,VB,Stockdale,17-06-2017,30.4,3160,4,2,2,1651.0,173.5,1970,Yarra Ranges,Eastern Victoria,1588
Bentleigh,14 Beths St,4,h,2700000.0,VB,hockingstuart,17-06-2017,11.4,3204,4,4,2,673.0,156.0,1935,Glen Eira,Southern Metropolitan,6795
Bentleigh,29 Mavho St,3,h,1116000.0,S,hockingstuart,17-06-2017,11.4,3204,3,1,2,278.0,158.0,1930,Glen Eira,Southern Metropolitan,6795
Bentleigh,12 Pleasance St,3,h,1573000.0,SP,Buxton,17-06-2017,11.4,3204,3,1,2,670.0,158.0,1970,Glen Eira,Southern Metropolitan,6795
Bentleigh East,448 Chesterville Rd,3,h,1103215.2,PI,Buxton,17-06-2017,13.8,3165,3,1,2,710.0,123.0,1955,Glen Eira,Southern Metropolitan,10969
Bentleigh East,24 Hill St,3,h,1316000.0,S,hockingstuart,17-06-2017,13.8,3165,3,1,1,636.0,146.0,1958,Glen Eira,Southern Metropolitan,10969
Bentleigh East,14 John St,3,h,1617000.0,S,Buxton,17-06-2017,13.8,3165,3,1,2,650.0,146.0,1970,Glen Eira,Southern Metropolitan,10969
Bentleigh East,5D MacKie Rd,3,t,950000.0,PI,Buxton,17-06-2017,13.8,3165,3,2,2,163.0,146.0,1970,Glen Eira,Southern Metropolitan,10969
Bentleigh East,26 May St,3,h,1525000.0,PI,Buxton,17-06-2017,13.8,3165,3,1,3,581.0,128.0,1940,Glen Eira,Southern Metropolitan,10969
Bentleigh East,52 Paloma St,4,h,1330000.0,PI,hockingstuart,17-06-2017,13.8,3165,4,2,2,566.0,191.0,1950,Glen Eira,Southern Metropolitan,10969
Bentleigh East,17a Thana St,3,u,999000.0,S,hockingstuart,17-06-2017,13.8,3165,3,1,1,586.0,146.0,1970,Glen Eira,Southern Metropolitan,10969
Bentleigh East,2/71 Tudor St,3,t,850000.0,PI,Buxton,17-06-2017,13.8,3165,3,2,1,200.0,146.0,1970,Glen Eira,Southern Metropolitan,10969
Bentleigh East,14 York St,3,h,1228000.0,S,hockingstuart,17-06-2017,13.8,3165,3,1,2,623.0,146.0,1970,Glen Eira,Southern Metropolitan,10969
Berwick,59 Bemersyde Dr,4,h,608500.0,S,C21,17-06-2017,35.2,3806,4,2,2,563.0,168.01,1995,Casey,Eastern Victoria,17093
Black Rock,6/56 Red Bluff St,2,u,879000.0,S,Hodges,17-06-2017,17.3,3193,2,1,1,659.0,88.0,1970,Bayside,Southern Metropolitan,2866
Blackburn,75 Canterbury Rd,3,h,1112000.0,S,McGrath,17-06-2017,13.4,3130,3,1,3,632.0,128.0,1970,Whitehorse,Eastern Metropolitan,5713
Blackburn,32 Pope Rd,2,h,1425000.0,S,Noel,17-06-2017,13.4,3130,2,1,1,597.0,128.0,1970,Whitehorse,Eastern Metropolitan,5713
Blackburn,12 Stanley Gr,3,h,1319903.3,PI,Marshall,17-06-2017,13.4,3130,4,2,2,890.0,128.0,1998,Whitehorse,Eastern Metropolitan,5713
Blackburn North,6 Conrad Ct,3,h,1001000.0,S,Noel,17-06-2017,13.4,3130,3,1,1,671.0,162.5,1970,Whitehorse,Eastern Metropolitan,2867
Blackburn North,1 Diana Dr,4,h,1280000.0,SP,Noel,17-06-2017,13.4,3130,4,2,1,797.0,164.0,1960,Whitehorse,Eastern Metropolitan,2867
Blackburn South,4 Barker St,3,h,1300000.0,VB,Noel,17-06-2017,13.4,3130,3,1,1,734.0,126.0,1970,Whitehorse,Eastern Metropolitan,4387
Blackburn South,2/1 Darook St,2,u,725000.0,PI,Woodards,17-06-2017,13.4,3130,2,2,2,311.0,126.0,1970,Whitehorse,Eastern Metropolitan,4387
Boronia,105 Kanooka Rd,3,h,842970.6,S,hockingstuart,17-06-2017,25.0,3155,3,1,2,730.0,147.0,1970,Knox,Eastern Metropolitan,9704
Boronia,4/41 Stewart St,3,u,842970.6,PI,Biggin,17-06-2017,25.0,3155,3,2,2,330.0,147.0,2006,Knox,Eastern Metropolitan,9704
Briar Hill,1A Campbell Rd,2,h,710500.0,S,Barry,17-06-2017,16.1,3088,2,1,1,598.0,110.0,1985,Banyule,Eastern Metropolitan,1390
Brighton,2/14 Brickwood St,2,u,855000.0,PI,Buxton,17-06-2017,10.5,3186,2,1,1,106.0,195.0,1970,Bayside,Southern Metropolitan,10579
Brighton,5A Hall St,3,h,2020000.0,S,Nick,17-06-2017,10.5,3186,3,2,2,369.0,195.0,1970,Bayside,Southern Metropolitan,10579
Brighton,684 Hampton St,3,h,1896783.1,PI,Marshall,17-06-2017,10.5,3186,3,3,2,632.0,184.0,1970,Bayside,Southern Metropolitan,10579
Brighton,2/58 North Rd,3,u,1410000.0,S,Nick,17-06-2017,10.5,3186,3,2,2,257.0,195.0,1970,Bayside,Southern Metropolitan,10579
Brighton,8 Wellington St,3,t,1896783.1,S,hockingstuart,17-06-2017,10.5,3186,3,1,2,496.5,122.0,1960,Bayside,Southern Metropolitan,10579
Brighton East,17 Florence St,4,h,2100000.0,SP,Nick,17-06-2017,10.3,3187,4,3,2,608.0,306.19,2000,Bayside,Southern Metropolitan,6938
Brighton East,14 Glencairn Av,4,h,1588584.0,PI,Ray,17-06-2017,10.3,3187,4,1,1,601.0,201.0,1970,Bayside,Southern Metropolitan,6938
Brighton East,5A Hornby St,2,h,1410000.0,S,Hodges,17-06-2017,10.3,3187,2,1,2,708.0,201.0,1970,Bayside,Southern Metropolitan,6938
Brighton East,9 Margaret St,4,h,1588584.0,SP,Hodges,17-06-2017,10.3,3187,4,3,2,644.0,201.0,1970,Bayside,Southern Metropolitan,6938
Brighton East,35 Studley Rd,4,t,1620000.0,PI,Buxton,17-06-2017,10.3,3187,4,2,2,326.0,515.78,1970,Bayside,Southern Metropolitan,6938
Broadmeadows,3/11 Martell St,2,u,310000.0,S,Barry,17-06-2017,14.0,3047,2,1,1,171.0,90.0,2008,Hume,Northern Metropolitan,4294
Broadmeadows,12 Ophir St,3,h,374000.0,S,Ray,17-06-2017,14.0,3047,3,1,2,635.0,104.0,1970,Hume,Northern Metropolitan,4294
Broadmeadows,73 Waranga Cr,5,h,600000.0,PI,@Realty,17-06-2017,14.0,3047,5,1,1,639.5,104.0,1970,Hume,Northern Metropolitan,4294
Brooklyn,7 Stenhouse Av,3,h,820000.0,SP,hockingstuart,17-06-2017,6.4,3012,3,1,1,225.5,113.5,1970,Hobsons Bay,Western Metropolitan,962
Brunswick,6/116 Albert St,2,u,510000.0,SP,Jellis,17-06-2017,5.2,3056,2,1,0,278.5,64.0,2009,Moreland,Northern Metropolitan,11918
Brunswick,176 Barkly St,3,h,1925000.0,SP,Raine,17-06-2017,5.2,3056,3,1,4,479.0,182.0,1925,Moreland,Northern Metropolitan,11918
Brunswick,73 Mitchell St,2,h,890000.0,VB,Woodards,17-06-2017,5.2,3056,2,1,0,138.0,78.0,1910,Moreland,Northern Metropolitan,11918
Brunswick,135 Victoria St,4,h,1500000.0,S,Nelson,17-06-2017,5.2,3056,4,1,1,318.0,100.0,1908,Moreland,Northern Metropolitan,11918
Brunswick,31 Wilkinson St,3,h,950000.0,PI,RT,17-06-2017,5.2,3056,3,1,0,230.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick East,17 Lanark St,3,h,1300000.0,VB,Nelson,17-06-2017,4.0,3057,3,1,1,218.5,109.0,1970,Moreland,Northern Metropolitan,5533
Brunswick East,18 Lord St,2,h,1010000.0,PI,Woodards,17-06-2017,4.0,3057,2,1,1,218.5,109.0,1970,Moreland,Northern Metropolitan,5533
Brunswick West,5/456 Albion St,1,u,312000.0,S,Jellis,17-06-2017,5.2,3055,1,1,1,406.0,40.0,1970,Moreland,Northern Metropolitan,7082
Brunswick West,59 Daly St,3,h,1010000.0,PI,Nelson,17-06-2017,5.2,3055,3,2,4,413.0,126.0,1910,Moreland,Northern Metropolitan,7082
Brunswick West,1/524 Moreland Rd,2,u,795537.8,PI,Brad,17-06-2017,5.2,3055,2,1,1,73.0,60.0,1960,Moreland,Northern Metropolitan,7082
Brunswick West,7/19 Waxman Pde,3,u,763000.0,S,Nelson,17-06-2017,5.2,3055,3,1,1,138.0,99.5,1970,Moreland,Northern Metropolitan,7082
Bulleen,17 Estelle St,3,h,1100000.0,S,Barry,17-06-2017,10.8,3105,3,1,1,711.0,182.5,1970,Manningham,Eastern Metropolitan,4480
Bundoora,50 Cameron Pde,3,h,687000.0,S,Ray,17-06-2017,12.1,3083,3,1,3,559.0,152.0,1970,Banyule,Northern Metropolitan,10175
Bundoora,10 Merryn Cl,3,h,680000.0,S,Ray,17-06-2017,12.1,3083,3,1,1,539.0,152.0,1970,Whittlesea,Northern Metropolitan,10175
Bundoora,48 Zara Cl,4,h,755000.0,SP,Ray,17-06-2017,12.1,3083,4,2,2,300.0,162.0,2014,Whittlesea,Northern Metropolitan,10175
Burnley,2/50 Gibdon St,3,h,1100000.0,VB,hockingstuart,17-06-2017,2.4,3121,3,2,2,1212.0,94.0,2010,Yarra,Northern Metropolitan,438
Burnside Heights,18 Wilkins Cr,3,h,481000.0,S,Barry,17-06-2017,14.8,3023,3,1,1,472.0,176.0,1970,Melton,Western Metropolitan,1686
Burwood,7 Carmody St,3,t,918000.0,S,Bekdon,17-06-2017,10.4,3125,3,2,1,207.0,144.0,2012,Monash,Southern Metropolitan,5678
Burwood East,14 Holbeach St,5,h,1523500.0,S,Fletchers,17-06-2017,14.7,3151,5,2,2,577.0,140.37405,1970,Whitehorse,Eastern Metropolitan,4048
Burwood East,30 Newhaven Rd,3,h,968000.0,S,Harcourts,17-06-2017,14.7,3151,3,1,1,612.0,140.37405,1970,Whitehorse,Eastern Metropolitan,4048
Burwood East,11 Tarwarri Pl,4,h,1580000.0,S,Fletchers,17-06-2017,14.7,3151,4,2,2,724.0,140.37405,1970,Whitehorse,Eastern Metropolitan,4048
Burwood East,18 Worthing Av,3,h,1065000.0,S,iHomes,17-06-2017,14.7,3151,3,1,1,577.0,140.37405,1970,Whitehorse,Eastern Metropolitan,4048
Camberwell,8/595 Burke Rd,2,t,795000.0,S,Ray,17-06-2017,7.7,3124,2,2,1,112.0,168.5,1970,Boroondara,Southern Metropolitan,8920
Camberwell,555 Camberwell Rd,3,h,1775000.0,VB,Jellis,17-06-2017,7.7,3124,3,1,3,715.0,168.5,1970,Boroondara,Southern Metropolitan,8920
Camberwell,1065 Toorak Rd,5,h,2361000.0,SP,Fletchers,17-06-2017,7.7,3124,5,3,2,844.0,203.0,1920,Boroondara,Southern Metropolitan,8920
Camberwell,19A Warburton Rd,4,u,1900000.0,VB,HAR,17-06-2017,7.7,3124,4,2,4,336.0,168.5,1970,Boroondara,Southern Metropolitan,8920
Canterbury,28 Allenby Rd,3,h,2252470.1,SP,Marshall,17-06-2017,8.4,3126,3,2,1,362.0,218.0,1970,Boroondara,Southern Metropolitan,3265
Canterbury,17 Hassett Av,4,h,2300000.0,S,Kay,17-06-2017,8.4,3126,4,1,1,653.0,218.0,1970,Boroondara,Southern Metropolitan,3265
Carlton North,903 Rathdowne St,3,h,1840000.0,PI,Nelson,17-06-2017,3.5,3054,3,1,1,311.0,135.0,1970,Yarra,Northern Metropolitan,3106
Carnegie,275A Koornang Rd,2,h,920000.0,S,hockingstuart,17-06-2017,10.1,3163,2,1,1,431.0,102.0,1970,Glen Eira,Southern Metropolitan,7822
Carnegie,14 Morgan St,3,h,1550000.0,VB,hockingstuart,17-06-2017,10.1,3163,3,2,2,557.0,200.0,1930,Glen Eira,Southern Metropolitan,7822
Carnegie,18 Yendon Rd,4,h,924357.6,S,Buxton,17-06-2017,10.1,3163,4,2,3,530.0,102.0,1970,Glen Eira,Southern Metropolitan,7822
Caroline Springs,2 Brunton Av,3,h,585000.0,S,HAR,17-06-2017,14.8,3023,3,1,1,400.0,209.0,1970,Melton,Western Metropolitan,7719
Carrum,23a True Av,3,t,722035.7,SN,hockingstuart,17-06-2017,31.2,3197,3,1,1,355.0,114.0,1970,Kingston,South-Eastern Metropolitan,1989
Carrum Downs,5 Atkins Ct,3,h,500000.0,S,Ray,17-06-2017,34.9,3201,3,2,2,509.0,125.0,1993,Frankston,South-Eastern Metropolitan,8060
Carrum Downs,11 Goshawk Ct,3,h,561000.0,S,hockingstuart,17-06-2017,34.9,3201,3,1,2,787.0,125.0,1970,Frankston,South-Eastern Metropolitan,8060
Caulfield North,2/24 Hawthorn Av,3,u,1013718.8,SP,Marshall,17-06-2017,7.8,3161,3,1,1,668.5,83.5,1970,Glen Eira,Southern Metropolitan,6923
Caulfield South,3/468 Kooyong Rd,1,u,295000.0,SP,Gary,17-06-2017,8.7,3162,1,1,1,811.0,125.0,1970,Glen Eira,Southern Metropolitan,5051
Caulfield South,2/203 North Rd,3,t,1237000.0,S,Gary,17-06-2017,8.7,3162,3,2,2,358.0,135.0,1990,Glen Eira,Southern Metropolitan,5051
Chadstone,38 Jacana St,3,h,740000.0,PI,McGrath,17-06-2017,11.7,3148,3,1,1,280.0,131.0,2000,Monash,Southern Metropolitan,3582
Cheltenham,23 Alden Ct,4,h,1120000.0,S,Buxton,17-06-2017,17.9,3192,4,2,2,806.0,133.5,1970,Kingston,Southern Metropolitan,9758
Cheltenham,101 Benkel Av,5,h,1151000.0,S,O'Brien,17-06-2017,17.9,3192,5,1,1,576.0,133.5,1970,Kingston,Southern Metropolitan,9758
Cheltenham,88 Bernard St,3,h,1051000.0,PI,Buxton,17-06-2017,17.9,3192,3,1,3,590.0,133.5,1970,Kingston,Southern Metropolitan,9758
Cheltenham,2/18 Gillman St,2,u,760000.0,PI,O'Brien,17-06-2017,17.9,3192,2,1,1,576.0,133.5,1970,Kingston,Southern Metropolitan,9758
Cheltenham,28 Regent Pde,3,h,1170000.0,S,O'Brien,17-06-2017,17.9,3192,3,1,2,627.0,133.5,1970,Kingston,Southern Metropolitan,9758
Cheltenham,2A Walker Gr,3,t,861000.0,S,Ray,17-06-2017,17.9,3192,3,2,2,305.0,130.0,2000,Kingston,Southern Metropolitan,9758
Cheltenham,20/310 Warrigal Rd,2,u,535000.0,S,O'Brien,17-06-2017,17.9,3192,2,1,2,215.0,133.5,1980,Kingston,Southern Metropolitan,9758
Clayton,2/67 Carinish Rd,2,t,1252743.8,SN,Ray,17-06-2017,16.7,3168,2,1,1,166.0,115.0,1970,Monash,South-Eastern Metropolitan,5837
Clayton,22 Evelyn St,6,h,1361000.0,S,Purplebricks,17-06-2017,16.7,3168,6,3,4,726.0,115.0,1970,Monash,South-Eastern Metropolitan,5837
Clayton,25 Panorama St,3,h,1462000.0,S,C21,17-06-2017,16.7,3168,3,1,1,816.0,130.0,1965,Monash,South-Eastern Metropolitan,5837
Clayton South,20 Botanic Dr,3,h,745000.0,S,Barry,17-06-2017,17.5,3169,3,2,2,180.0,134.0,1970,Kingston,South-Eastern Metropolitan,4734
Clifton Hill,17 Reillys Wy,2,t,908000.0,S,Barry,17-06-2017,3.6,3068,2,1,1,186.0,110.0,1970,Yarra,Northern Metropolitan,2954
Coburg,13/23 Baxter St,2,u,421200.0,SP,Jellis,17-06-2017,6.7,3058,2,1,1,398.0,117.0,1970,Moreland,Northern Metropolitan,11204
Coburg,28 Bruce St,3,h,911411.0,SP,Nelson,17-06-2017,6.7,3058,3,2,0,400.0,117.0,1970,Moreland,Northern Metropolitan,11204
Coburg,6 Gladstone St,3,h,911411.0,SP,Woodards,17-06-2017,6.7,3058,3,1,1,408.0,129.0,1960,Moreland,Northern Metropolitan,11204
Coburg,18 Loch St,3,h,1100000.0,S,Jellis,17-06-2017,6.7,3058,3,1,0,532.0,117.0,1970,Moreland,Northern Metropolitan,11204
Coburg,105A Murray St,3,h,911411.0,SN,Barry,17-06-2017,6.7,3058,3,1,1,205.0,117.0,2000,Moreland,Northern Metropolitan,11204
Coburg,82 Ross St,3,t,911411.0,SN,Barry,17-06-2017,6.7,3058,3,1,1,398.0,117.0,1970,Moreland,Northern Metropolitan,11204
Coburg North,3/16 Lorensen Av,2,t,490000.0,S,Raine,17-06-2017,6.7,3058,2,1,1,486.5,119.0,1970,Moreland,Northern Metropolitan,3445
Coburg North,15 Shorts Rd,2,t,794903.4,SN,Barry,17-06-2017,6.7,3058,2,1,1,164.0,110.0,1950,Moreland,Northern Metropolitan,3445
Craigieburn,82 Bridgewater Rd,3,h,365000.0,S,Del,17-06-2017,20.6,3064,3,1,1,320.0,159.0,1980,Hume,Northern Metropolitan,15510
Craigieburn,25 Jirrahlinga Tce,4,h,600000.0,S,Ray,17-06-2017,20.6,3064,4,2,2,560.0,196.1,2007,Hume,Northern Metropolitan,15510
Craigieburn,35 Serenity Wy,3,h,557050.0,SN,Barry,17-06-2017,20.6,3064,3,1,1,479.0,159.0,1970,Hume,Northern Metropolitan,15510
Cranbourne East,2a Armoy Cl,3,h,440000.0,SP,C21,17-06-2017,34.7,3977,3,1,1,599.5,132.0,1970,Kingston,South-Eastern Metropolitan,5462
Cranbourne North,5 Greenview Ct,4,h,585000.0,PI,Ray,17-06-2017,34.7,3977,4,2,2,445.0,173.0,2009,Casey,South-Eastern Metropolitan,6464
Croydon,14 Alfrick Rd,3,h,567000.0,S,hockingstuart,17-06-2017,23.0,3136,3,1,1,420.0,170.0,1970,Maroondah,Eastern Metropolitan,11925
Croydon,55 Binbrook Dr,3,h,862000.0,S,Carter,17-06-2017,23.0,3136,3,2,1,864.0,170.0,1970,Maroondah,Eastern Metropolitan,11925
Croydon,6 Diana St,3,h,891480.0,SN,Barry,17-06-2017,23.0,3136,3,1,0,840.0,105.0,1940,Maroondah,Eastern Metropolitan,11925
Croydon,3 Silvergrass Ct,3,h,630000.0,S,McGrath,17-06-2017,23.0,3136,3,2,2,319.0,170.0,1970,Maroondah,Eastern Metropolitan,11925
Croydon North,10 Malcolm Rd,4,h,820000.0,S,RW,17-06-2017,23.0,3136,4,2,2,841.0,196.0,2016,Maroondah,Eastern Metropolitan,2985
Croydon North,2/36 Mulawa St,6,h,1350000.0,PI,McGrath,17-06-2017,23.0,3136,6,4,4,4413.0,151.5,1970,Maroondah,Eastern Metropolitan,2985
Croydon North,16 Palmer Av,5,h,1150000.0,SP,McGrath,17-06-2017,23.0,3136,5,1,1,838.5,151.5,1970,Maroondah,Eastern Metropolitan,2985
Croydon North,17 The Dell,4,h,859000.0,S,hockingstuart,17-06-2017,23.0,3136,4,2,3,660.0,151.5,1970,Maroondah,Eastern Metropolitan,2985
Dandenong,58 Herbert St,4,h,1071500.0,S,McLennan,17-06-2017,24.7,3175,4,1,1,951.0,141.0,1970,Greater Dandenong,South-Eastern Metropolitan,10894
Dandenong North,11 Griffiths Ct,4,h,750000.0,PI,Hall,17-06-2017,24.7,3175,4,2,1,811.0,126.8,1970,Greater Dandenong,South-Eastern Metropolitan,8322
Deer Park,1 Neimur Av,2,h,1025000.0,PI,FN,17-06-2017,14.8,3023,2,1,1,611.0,135.0,1970,Brimbank,Western Metropolitan,6388
Dingley Village,11 Kimber Ct,4,h,1100000.0,S,Buxton,17-06-2017,22.2,3172,4,2,2,840.0,237.0,1980,Kingston,South-Eastern Metropolitan,3940
Dingley Village,13 Lobelia Ct,3,h,980000.0,SP,Hodges,17-06-2017,22.2,3172,3,2,2,702.0,185.0,1970,Kingston,South-Eastern Metropolitan,3940
Doncaster,109A Ayr St,4,t,1202000.0,S,Barry,17-06-2017,12.4,3108,4,3,0,403.0,160.0,1970,Manningham,Eastern Metropolitan,9028
Doncaster,20 Eildon St,3,h,1225128.8,S,Jellis,17-06-2017,12.4,3108,3,1,1,794.0,160.0,1970,Manningham,Eastern Metropolitan,9028
Doncaster,3 Hampshire Rd,4,h,1120000.0,PI,Barry,17-06-2017,12.4,3108,4,2,2,280.0,200.0,2008,Manningham,Eastern Metropolitan,9028
Doncaster,1/5 Harrow Ct,4,u,885000.0,S,Barry,17-06-2017,12.4,3108,4,2,2,493.0,160.0,1970,Manningham,Eastern Metropolitan,9028
Doncaster,6 Harvest Ct,3,h,890000.0,PI,hockingstuart,17-06-2017,12.4,3108,3,1,1,658.0,160.0,1970,Manningham,Eastern Metropolitan,9028
Doncaster,36 Queens Av,5,h,1550000.0,S,Noel,17-06-2017,12.4,3108,5,1,1,658.0,160.0,1970,Manningham,Eastern Metropolitan,9028
Doncaster East,30 Barton St,5,t,1500000.0,SP,hockingstuart,17-06-2017,14.3,3109,5,3,2,365.0,180.0,1970,Manningham,Eastern Metropolitan,10999
Doncaster East,6 Calvin Cr,3,h,1585400.0,S,Barry,17-06-2017,14.3,3109,3,1,1,677.0,180.0,1970,Manningham,Eastern Metropolitan,10999
Doncaster East,25 Canopus Dr,4,h,1504000.0,S,Barry,17-06-2017,14.3,3109,4,2,2,661.0,180.0,1970,Manningham,Eastern Metropolitan,10999
Doncaster East,2/1099 Doncaster Rd,3,u,850000.0,S,Philip,17-06-2017,14.3,3109,3,2,1,236.0,145.0,1980,Manningham,Eastern Metropolitan,10999
Doncaster East,23 Lambert Pl,4,h,1400000.0,S,Barry,17-06-2017,14.3,3109,4,1,1,677.0,180.0,1970,Manningham,Eastern Metropolitan,10999
Doncaster East,12 Silvana Ct,4,h,1241000.0,S,Biggin,17-06-2017,14.3,3109,4,2,2,886.0,180.0,1980,Manningham,Eastern Metropolitan,10999
Doncaster East,5 Thea Gr,4,h,1125000.0,PI,Noel,17-06-2017,14.3,3109,4,3,2,284.0,180.0,2006,Manningham,Eastern Metropolitan,10999
Donvale,24 Florence Av,4,h,1171000.0,S,Noel,17-06-2017,16.1,3111,4,1,1,720.0,195.0,1970,Manningham,Eastern Metropolitan,4790
Doveton,124 Paperbark St,3,h,490208.3,PI,C21,17-06-2017,28.8,3177,3,1,1,578.0,89.0,1950,Casey,South-Eastern Metropolitan,3533
Eaglemont,10 Silverdale Rd,3,h,2270000.0,VB,Miles,17-06-2017,8.9,3084,3,1,2,1143.0,217.0,1970,Banyule,Eastern Metropolitan,1651
East Melbourne,109 Simpson St,3,h,1875000.0,PI,Jellis,17-06-2017,1.3,3002,3,1,0,118.0,177.0,1890,Melbourne,Northern Metropolitan,3040
East Melbourne,7 Webb La,2,t,1350000.0,S,Caine,17-06-2017,1.3,3002,2,2,1,87.0,115.0,2005,Melbourne,Northern Metropolitan,3040
Elsternwick,1 Baxter St,3,h,1460000.0,SP,Biggin,17-06-2017,7.2,3185,3,1,0,377.0,133.0,1915,Glen Eira,Southern Metropolitan,4898
Elsternwick,12/539 Glen Huntly Rd,2,u,550000.0,S,Biggin,17-06-2017,7.2,3185,2,1,1,1172.0,69.0,1970,Glen Eira,Southern Metropolitan,4898
Elsternwick,9/10 Parkside St,2,u,1223673.3,PN,Gary,17-06-2017,7.2,3185,2,1,1,1928.0,143.0,1970,Glen Eira,Southern Metropolitan,4898
Eltham,12 Coolabah Dr,4,h,840000.0,SP,Barry,17-06-2017,18.0,3095,4,3,2,903.0,167.5,1970,Nillumbik,Eastern Metropolitan,6990
